"","","Page Name","Page ID","Democrats","Republicans","Candidates Mentioned+","Approx. Spend on Mentions^","# of Ads Mentioning","Sponsor Name(s)","Candidate Page","Approx. Democrat Spend","Approx. Republican Spend"
"4043","⊕","Danielle Hornberger for Cecil County Executive","103686551041491","0","1","Donald Trump (2)","$435","2","NA","0","$0","$435"
"4044","⊕","Danielle Irwin for Leon County Commission At Large","100898711359532","0","1","Jeff Sessions* (1)","$310","1","NA","0","$0","$310"
"4045","⊕","Danny Meeks","367410166651077","0","1","Donald Trump (1)","$4,208","1","NA","0","$0","$4,208"
"4046","⊕","Danny Tarkanian","142021749114","0","1","Donald Trump (2)","$15","2","NA","0","$0","$15"
"4047","⊕","Dar Al-Hijrah Islamic Center","1423610361192760","0","0","Al Gross* (1)","$7","1","DAR AL-HIJRAH ISLAMIC CENTER","0","$0","$0"
"4048","⊕","Dara Adkison for State Representative, Ohio HD-57","110251417147223","0","1","Donald Trump (1)","$4,200","1","NA","0","$0","$4,200"
"4049","⊕","Daren Wiseley for State Representative","103001971198829","0","1","Donald Trump (2)","$800","2","NA","0","$0","$800"
"4050","⊕","DarKnight","101839787965508","0","1","Donald Trump (1)","$72","1","AARON ST. CLAIR","0","$0","$72"
"4051","⊕","Darlington County Republican Party","801128873366678","0","1","Lindsey Graham* (1)","$540","1","NA","0","$0","$540"
"4052","⊕","Darrell Avery for Judge, 2nd JDC Div A-Claiborne/Jackson/Bienville Parishes","109900313979111","0","1","Bill Cassidy* (2), Donald Trump (1)","$1,400","3","NA","0","$0","$1,400"
"4053","⊕","Darren Aquino For Congress","101580064710351","0","1","Donald Trump (2)","$150","2","AQUINO, DARREN DIONE MR.","1","$0","$150"
"4054","⊕","Darren Bailey for State Senate 55th District","330503870688520","0","1","Derrick Grayson* (1), Robert Marshall* (1)","$132","2","BAILEY FOR ILLINOIS","0","$0","$132"
"4055","⊕","Darryl Young Jr 4 Louisville Metro Council-District 4","110547843823252","0","1","Scott Taylor* (1)","$124","1","NA","0","$0","$124"
"4056","⊕","Daugherty Water for Food Global Institute","345751305447288","0","1","Jeff Sessions* (4)","$493","4","NA","0","$0","$493"
"4057","⊕","Dauphin County GOP","186532445783","0","1","Donald Trump (2)","$8,300","2","NA","0","$0","$8,300"
"4058","⊕","Dave Cortese for State Senate 2020","237561887037683","0","1","Donald Trump (1)","$351","1","NA","0","$0","$351"
"4059","⊕","Dave Giles for Congress","1594956587406372","0","1","Donald Trump (13)","$2,619","13","GILES, DAVID VICTOR","1","$0","$2,619"
"4060","⊕","Dave Gross for CU Regent","113450533348266","0","1","Donald Trump (78)","$11,935","78","NA","0","$0","$11,935"
"4061","⊕","Dave Lindstrom","542530592949093","0","1","Donald Trump (1), Susan Wagle* (1)","$117","2","LINDSTROM, DAVID ALAN","1","$0","$117"
"4062","⊕","Dave Schatz","197463843555","0","1","Donald Trump (1)","$88","1","NA","0","$0","$88"
"4063","⊕","Dave Selle for State House - District 2","106921517726754","0","1","Donald Trump (2)","$414","2","NA","0","$0","$414"
"4064","⊕","Dave Thomas the best choice for Bloomfield Township Clerk","250256461983649","0","1","Donald Trump (1)","$100","1","NA","0","$0","$100"
"4065","⊕","Dave Weaver - Freelance Writer","190290411556485","0","1","Donald Trump (2)","$36","2","NA","0","$0","$36"
"4066","⊕","Dave's News & Views","584011418669191","0","1","Donald Trump (1)","$69","1","DAVID EDWARD DENOMIE","0","$0","$69"
"4067","⊕","David Andahl","101964938035609","0","1","Donald Trump (1)","$302","1","NA","0","$0","$302"
"4068","⊕","David B. Hooten for OKlahoma County Clerk","1597196260595884","0","1","Donald Trump (1)","$99","1","NA","0","$0","$99"
"4069","⊕","David Blackwelder","1934490363546629","0","1","Donald Trump (3)","$37","3","NA","0","$0","$37"
"4070","⊕","David Buchwald","156973050544","0","1","Donald Trump (6)","$354","6","BUCHWALD, DAVID","1","$0","$354"
"4071","⊕","David C. Ditzler for Mahoning County Commissioner","231177970287531","0","1","Thom Tillis* (2)","$642","2","NA","0","$0","$642"
"4072","⊕","David Cole","2344792102514862","0","1","Donald Trump (5)","$307","5","NA","0","$0","$307"
"4073","⊕","David Cook - Arizona State Representative","1058287424290208","0","1","Donald Trump (2)","$106","2","NA","0","$0","$106"
"4074","⊕","David Coulter","109031387199012","0","1","Donald Trump (2)","$126","2","NA","0","$0","$126"
"4075","⊕","David Ellison for State Senate - District 32","113201087013394","0","1","Donald Trump (2)","$515","2","NA","0","$0","$515"
"4076","⊕","David Espinosa","333839503302450","0","1","Donald Trump (1)","$184","1","NA","0","$0","$184"
"4077","⊕","David Gallegos","228454280592877","0","1","Jeff Sessions* (4), Donald Trump (3)","$928","7","NA","0","$0","$928"
"4078","⊕","David Gregory State Representative","472215299609974","0","1","David Perdue* (1)","$1,300","1","NA","0","$0","$1,300"
"4079","⊕","David Horowitz Freedom Center","142432192446984","0","1","Donald Trump (30)","$1,652","30","NA","0","$0","$1,652"
"4080","⊕","David J. Walters III for Alternate Delegate - District 6","107391164228479","0","1","Donald Trump (12)","$511","12","NA","0","$0","$511"
"4081","⊕","David Karayof for NY State Assembly District 5","105953424335275","0","1","Donald Trump (2)","$181","2","NA","0","$0","$181"
"4082","⊕","David Knezek","1821583924570921","0","1","Donald Trump (4)","$294","4","NA","0","$0","$294"
"4083","⊕","David Kustoff","1059320777468378","0","1","Donald Trump (170), Mitch McConnell* (42)","$2,112","212","KUSTOFF, DAVID","1","$0","$2,112"
"4084","⊕","David Mitchell for Mayor","111370500644835","0","1","Jeff Sessions* (1)","$4,300","1","NA","0","$0","$4,300"
"4085","⊕","David N. Cicilline","9514417573","0","1","Mitch McConnell* (12)","$682","12","CICILLINE, DAVID N","1","$0","$682"
"4086","⊕","David Ramba, Leon County Republican State Committeeman","112082457210899","0","1","Donald Trump (4)","$3,168","4","NA","0","$0","$3,168"
"4087","⊕","David Reader for Livingston County Prosecutor","109765174047583","0","1","Jeff Sessions* (1)","$212","1","NA","0","$0","$212"
"4088","⊕","David Standard for Anderson County Council","111214697032366","0","1","Donald Trump (1)","$198","1","NA","0","$0","$198"
"4089","⊕","David Stringer","516062158520807","0","1","Donald Trump (3)","$123","3","CONSERVATIVES FOR STRINGER","0","$0","$123"
"4090","⊕","David Thomas, Ashtabula County Auditor","580911232012320","0","1","Jeff Sessions* (3), Donald Trump (1)","$517","4","NA","0","$0","$517"
"4091","⊕","David Valadao, ttere de Trump","113734580459990","0","1","Donald Trump (2)","$755","2","DEMOCRATIC CONGRESSIONAL CAMPAIGN CMTE","0","$0","$755"
"4092","⊕","David W. Binford for New Hampshire House of Representatives District 15","1609864255995485","0","1","Bryant Messner* (1), Don Bolduc* (1)","$1,111","2","NA","0","$0","$1,111"
"4093","⊕","David Wheeler","126096064096536","0","1","Joshua Wheeler* (2), William O'Brien* (1)","$582","3","NA","0","$0","$582"
"4094","⊕","David Woody for State Representative","119140726152733","0","1","Donald Trump (1)","$83","1","NA","0","$0","$83"
"4095","⊕","David X. Sullivan","428808574377826","0","1","Donald Trump (1)","$135","1","SULLIVAN. DAVID XAVIER","1","$0","$135"
"4096","⊕","Davidson County Veterans Court Foundation","1535395103408205","0","1","Jeff Sessions* (1)","$1,713","1","NA","0","$0","$1,713"
"4097","⊕","Davis for State Senate","125926684269659","0","0","BUCKLEY, ALLEN (1)","$7,500","1","NA","0","$0","$0"
"4098","⊕","Davis For Tracy City Council 2020","102609981465026","0","1","Jeff Sessions* (1)","$4,780","1","NA","0","$0","$4,780"
"4099","⊕","Dawn Addis for Assembly","100765221381239","0","1","Donald Trump (2)","$182","2","NA","0","$0","$182"
"4100","⊕","DC Fawcett","176466646087311","0","1","Donald Trump (4462)","$48,730","4,462","NA","0","$0","$48,730"
"4101","⊕","DC Fiscal Policy Institute","282404394803","0","1","Mitch McConnell* (6)","$604","6","DC FISCAL POLICY INSTITUTE","0","$0","$604"
"4102","⊕","Dcode","585590764904874","0","1","Jeff Sessions* (1)","$50","1","NA","0","$0","$50"
"4103","⊕","Deadshot Customs","353536061784768","0","1","Donald Trump (6)","$800","6","NA","0","$0","$800"
"4104","⊕","Dean Hill for US Senate Tennessee","2061848640698703","0","0","HILL, GARLAND DEAN II (18)","$4,860","18","HILL, GARLAND DEAN II","1","$0","$0"
"4105","⊕","Dean Phillips for Congress","225507764589310","0","1","Mitch McConnell* (18), Donald Trump (1)","$1,554","19","PHILLIPS, DEAN","1","$0","$1,554"
"4106","⊕","Dean VanSchoiack","106983277471045","0","1","Donald Trump (2)","$515","2","NA","0","$0","$515"
"4107","⊕","Dear American Patriots","100647751728037","0","1","Donald Trump (1)","$200","1","NA","0","$0","$200"
"4108","⊕","Death Penalty Action","1865047147110748","0","1","Donald Trump (17)","$959","17","NA","0","$0","$959"
"4109","⊕","Death To Tyrants","1679090162133962","0","1","Donald Trump (2)","$203","2","NA","0","$0","$203"
"4110","⊕","Deb Haaland for Congress","1375618656016062","0","1","Donald Trump (8), Mitch McConnell* (4)","$616","12","HAALAND, DEBRA","1","$0","$616"
"4111","⊕","Debbie Dingell","294879797332635","0","1","Donald Trump (4), Mitch McConnell* (2)","$342","6","DINGELL, DEBBIE","1","$0","$342"
"4112","⊕","Debbie Lesko for Congress","1229789977123022","0","1","Donald Trump (67)","$3,851","67","LESKO, DEBBIE","1","$0","$3,851"
"4113","⊕","Debbie Wasserman Schultz","6444958138","0","1","Donald Trump (34)","$814","34","WASSERMAN SCHULTZ, DEBBIE","1","$0","$814"
"4114","⊕","Deborah Guthrie for Meridian Township Clerk","1702582643290423","0","1","Donald Trump (11)","$735","11","NA","0","$0","$735"
"4115","⊕","Deborah Ross","1508257779494159","0","1","Donald Trump (8)","$100","8","ROSS, DEBORAH","1","$0","$100"
"4116","⊕","Declaration for American Democracy","396542850837611","0","1","Martha McSally* (8), Cory Gardner* (5), Susan Collins* (5)","$1,374","18","NA","0","$0","$1,374"
"4117","⊕","Decoding Dyslexia - WV","115095792003805","0","1","Craig Brittain* (1)","$200","1","NA","0","$0","$200"
"4118","⊕","Defeat By Tweet","100391581727524","0","1","Donald Trump (653)","$92,238","653","DEFEAT BY TWEET","0","$0","$92,238"
"4119","⊕","Defeat Disinfo","112475783730246","0","1","Donald Trump (48)","$10,602","48","DEFEAT DISINFO PAC","0","$0","$10,602"
"4120","⊕","Defeat Joni Ernst","104155824539268","0","1","Joni Ernst* (2)","$2,700","2","MAURO, EDDIE J","1","$0","$2,700"
"4121","⊕","Defeat Trump","1597902930227485","0","1","Donald Trump (1)","$202","1","MICHAEL BENTLEY","0","$0","$202"
"4122","⊕","Defend Bristol Bay","282204825992162","0","1","Daniel S. Sullivan* (43)","$1,921","43","NA","0","$0","$1,921"
"4123","⊕","Defend NC","115093490189362","0","1","Donald Trump (1)","$85,276","1","NA","0","$0","$85,276"
"4124","⊕","Defend Our Constitution","384336778589668","0","1","Scott Taylor* (1)","$18","1","COMMON CAUSE","0","$0","$18"
"4125","⊕","Defend Our Future","700941689954518","0","1","Donald Trump (2)","$57","2","NA","0","$0","$57"
"4126","⊕","Defend Texas Fund","105746347786237","0","1","Donald Trump (2)","$94","2","DEFEND TEXAS FUND","0","$0","$94"
"4127","⊕","Defend Trump-Defend Liberty","2341122662775381","0","1","Donald Trump (1)","$27","1","JENNIFER DORIS METZGER, JENNIFER METZGER","0","$0","$27"
"4128","⊕","Defenders of Wildlife","5720973755","0","1","Donald Trump (26)","$1,884","26","DEFENDERS OF WILDLIFE","0","$0","$1,884"
"4129","⊕","DeFillippo For NYS 23rd District Senate","104316084518762","0","1","Donald Trump (4)","$763","4","","1","$0","$763"
"4130","⊕","DeKalb County Democrats","224502677610495","0","1","David Perdue* (1)","$200","1","NA","0","$0","$200"
"4131","⊕","Delaware Arts Alliance","107139625992899","0","1","John Cornyn* (1)","$454","1","NA","0","$0","$454"
"4132","⊕","Delaware County Conservatives","104133121093948","0","1","Donald Trump (3)","$627","3","NA","0","$0","$627"
"4133","⊕","Delaware County Republican Party","341068272634745","0","1","Donald Trump (10)","$2,547","10","DELAWARE COUNTY REPUBLICAN PARTY","0","$0","$2,547"
"4134","⊕","Delaware County Republican Party - Indiana","283006427632","0","1","Donald Trump (1)","$63","1","NA","0","$0","$63"
"4135","⊕","Delaware State House of Representatives - Republican Caucus","240621728785","0","1","Jeff Sessions* (1)","$171","1","NA","0","$0","$171"
"4136","⊕","Delaware Twp Democratic Club","1454068511554108","0","1","Donald Trump (1)","$161","1","NA","0","$0","$161"
"4137","⊕","Delegate Dave LaRock","436287566440567","0","1","Donald Trump (1)","$5,200","1","NA","0","$0","$5,200"
"4138","⊕","Delegate Matt Morgan","120316784646529","0","1","Wesley Morgan* (1)","$4","1","NA","0","$0","$4"
"4139","⊕","Deliver Liberty","162019154641651","0","1","Donald Trump (1)","$27","1","NA","0","$0","$27"
"4140","⊕","DemCast Georgia","100939574634205","0","1","Kelly Loeffler* (2)","$67","2","NA","0","$0","$67"
"4141","⊕","Democracy For All 2021 Action","108091287641724","0","1","Joni Ernst* (4), Martha McSally* (3), Thom Tillis* (3)","$5,052","10","NA","0","$0","$5,052"
"4142","⊕","Democracy Tees","107152864430401","0","1","Donald Trump (2)","$1,400","2","NA","0","$0","$1,400"
"4143","⊕","Democratic Association of Secretaries of State","1747132688647028","0","1","Donald Trump (23)","$103","23","DEMOCRATIC ASSN OF SECRETARIES OF STATE","0","$0","$103"
"4144","⊕","Democratic Socialists of America Rio Grande Valley","1872763289657923","0","1","Jeff Sessions* (1)","$300","1","NA","0","$0","$300"
"4145","⊕","Democratic Women of Lee County","113348396795814","0","1","Donald Trump (1)","$42","1","NA","0","$0","$42"
"4146","⊕","Democrats of Greater Tucson","272335523697","0","1","Donald Trump (3)","$1,021","3","NA","0","$0","$1,021"
"4147","⊕","Demos","46587884802","0","1","Donald Trump (1)","$362","1","NA","0","$0","$362"
"4148","⊕","Denise Forrest","110417180512765","0","1","Jeff Sessions* (2)","$516","2","NA","0","$0","$516"
"4149","⊕","Denise Moukendy","1333451710141067","0","1","Joni Ernst* (1)","$100","1","NA","0","$0","$100"
"4150","⊕","Dennis Bonnen","273023971533","0","1","Mitch McConnell* (1)","$48","1","NA","0","$0","$48"
"4151","⊕","Dennis Bynum for State Representative","101476548100428","0","1","Donald Trump (1)","$390","1","NA","0","$0","$390"
"4152","⊕","Dennis Doster TN State House District 76","102340138119565","0","1","Donald Trump (1)","$213","1","NA","0","$0","$213"
"4153","⊕","Denver Clerk and Recorder","170228726391024","0","1","Donald Trump (2)","$1,400","2","NA","0","$0","$1,400"
"4154","⊕","Denver Elections","112040085538227","0","1","Donald Trump (2)","$13,032","2","NA","0","$0","$13,032"
"4155","⊕","Denver HD4 Democrats","102055798194147","0","1","Cory Gardner* (1), Donald Trump (1)","$1,300","2","NA","0","$0","$1,300"
"4156","⊕","Denver Riggleman","1155870504462715","0","1","Donald Trump (15)","$171","15","RIGGLEMAN, DENVER LEE MR. III","1","$0","$171"
"4157","⊕","Deon Tedder","103156467999536","0","1","Donald Trump (1)","$45","1","NA","0","$0","$45"
"4158","⊕","Deplorable International","224206141320129","0","1","Donald Trump (5)","$1,361","5","NA","0","$0","$1,361"
"4159","⊕","Deplorable T-Shirts Store","102913114641084","0","1","Donald Trump (36)","$3,550","36","NA","0","$0","$3,550"
"4160","⊕","Derek Armstead Mayor of Linden","332979816450","0","0.51","Al Gross* (1), Derek Levasseur* (1)","$47","2","NA","0","$0","$24"
"4161","⊕","Derek Chretien for School Board","107425547485130","0","1","Donald Trump (1)","$342","1","NA","0","$0","$342"
"4162","⊕","Derek Ellis For US Senate","106414927765568","0","1","Derek Levasseur* (25)","$2,300","25","ELLIS, DEREK C","1","$0","$2,300"
"4163","⊕","Derek Manning for Sheriff","1630392543913378","0","1","Derek Levasseur* (1), JJ Stitt* (1)","$269","2","NA","0","$0","$269"
"4164","⊕","Derek Schmidt","136769859682655","0","1","Dwayne Stovall* (1)","$44","1","NA","0","$0","$44"
"4165","⊕","Derrick Brown Presents: ""Reach - Then Teach""","238886006308052","0","1","Jeff Sessions* (1)","$101","1","NA","0","$0","$101"
"4166","⊕","Derrick Evans - The Activist","354586505391697","0","1","Donald Trump (7)","$1,374","7","NA","0","$0","$1,374"
"4167","⊕","Derrick Van Orden","104099074492299","0","1","Donald Trump (22)","$5,729","22","VAN ORDEN, DERRICK F. MR.","1","$0","$5,729"
"4168","⊕","Derrick Willis for Family Court Judge","105746994554670","0","1","Derrick Grayson* (2)","$1,200","2","NA","0","$0","$1,200"
"4169","⊕","Desert Advocate","200898773287192","0","1","Donald Trump (7)","$433","7","NA","0","$0","$433"
"4170","⊕","DeSoto County Republican Party","102772158189543","0","1","Cindy Hyde-Smith* (1), Donald Trump (1)","$4,600","2","NA","0","$0","$4,600"
"4171","⊕","Detroit Public Television","18082780500","0","1","Jeff Sessions* (2)","$133","2","NA","0","$0","$133"
"4172","⊕","Detroit School Board Member Sonya Mays","1005788692880881","0","1","Jeff Sessions* (1)","$1,300","1","NA","0","$0","$1,300"
"4173","⊕","Deviation Trump Bandanas","103946078097749","0","1","Donald Trump (2)","$400","2","","0","$0","$400"
"4174","⊕","Devin Thorpe for Congress","322050094509233","0","1","Jeff Sessions* (1)","$110","1","THORPE, DEVIN D","1","$0","$110"
"4175","⊕","DeWitt County Wind Power","984259855054439","0","1","Lauren Witzke* (2)","$3,100","2","TRADEWIND ENERGY","0","$0","$3,100"
"4176","⊕","DF3 Apparel","121595676236981","0","1","Donald Trump (1)","$747","1","NA","0","$0","$747"
"4177","⊕","DFRLab","1223818144299403","0","1","Donald Trump (1)","$1,080","1","NA","0","$0","$1,080"
